Name,H,a,e,i,Omega,peri,M,n,Epoch
(63175) 2000 YS55,12.5,5.0799256,0.0131758,5.32707,249.03437,190.85184,352.8904,0.08608313,2023.150684931507
(63176) 2000 YN59,12.61,5.0770132,0.0145073,2.81138,315.22387,182.56401,320.93685,0.08615721,2023.150684931507
(63193) 2000 YY118,12.74,5.1146871,0.0995428,10.77825,101.01934,23.98398,322.82805,0.08520704,2023.150684931507
(63195) 2000 YN120,11.7,5.2120429,0.0468704,18.92666,325.54892,172.13577,300.04741,0.08283085,2023.150684931507
(63202) 2000 YR131,12.48,5.1367738,0.0799771,1.98523,99.96696,339.10325,10.61609,0.08465808,2023.150684931507
(63205) 2000 YG139,12.7,5.09124,0.0491802,4.27424,136.99464,349.74423,314.8242,0.08579633,2023.150684931507
(63210) 2001 AH13,12.25,5.1785201,0.0814836,12.93016,143.04796,270.42406,21.01513,0.08363645,2023.150684931507
(63231) 2001 BA15,12.56,5.3536272,0.0594968,6.68674,129.78316,14.6133,284.80328,0.0795668,2023.150684931507
(63234) 2001 BB20,12.24,5.2296382,0.069717,14.79705,330.20175,246.24444,224.85818,0.08241317,2023.150684931507
(63239) 2001 BD25,12.13,5.2044187,0.0677037,6.22513,297.13124,185.57746,315.4685,0.08301293,2023.150684931507
(63241) 2001 BJ26,12.11,5.2557907,0.048661,25.76837,128.94727,31.92852,274.69657,0.08179881,2023.150684931507
(63257) 2001 BJ79,12.48,5.2062112,0.0638838,12.80499,131.74815,302.53891,5.40635,0.08297006,2023.150684931507
(63259) 2001 BS81,13.21,5.1735912,0.0332439,2.22785,8.01779,178.5766,263.47142,0.083756,2023.150684931507
(63265) 2001 CP12,12.67,5.2157431,0.1237309,8.09999,92.20145,26.58994,324.80263,0.08274272,2023.150684931507
(63269) 2001 CE24,12.45,5.1439173,0.0793121,7.4064,155.90108,257.38176,31.85058,0.08448179,2023.150684931507
(63272) 2001 CC49,12.46,5.1773572,0.0423432,9.73172,81.89915,353.60169,355.06799,0.08366463,2023.150684931507
(63273) 2001 DH4,11.65,5.2193684,0.1252539,9.40647,356.37091,259.20702,190.2163,0.08265653,2023.150684931507
(63278) 2001 DJ29,12.79,5.2247945,0.1288721,12.57374,165.15583,342.36998,296.14444,0.0825278,2023.150684931507
(63279) 2001 DW34,13.02,5.1687423,0.1024218,1.94728,223.83888,229.9931,350.81707,0.08387388,2023.150684931507
(63284) 2001 DM46,12.78,5.2572877,0.1585825,3.4214,134.60146,307.26062,356.24552,0.08176387,2023.150684931507
(63286) 2001 DZ68,12.19,5.3056619,0.1041194,6.40376,173.86906,222.31475,49.42355,0.08064821,2023.150684931507
(63287) 2001 DT79,12.17,5.2174203,0.078026,17.28118,235.21544,201.19196,26.82548,0.08270282,2023.150684931507
(63290) 2001 DS87,12.47,5.2916044,0.0634797,6.54781,111.87147,87.57085,240.8739,0.08096979,2023.150684931507
(63291) 2001 DU87,12.8,5.1697434,0.0668194,7.9523,65.09279,57.19886,336.25868,0.08384952,2023.150684931507
(63292) 2001 DQ89,12.24,5.2200218,0.059377,13.40988,143.09174,272.76419,27.08584,0.08264101,2023.150684931507
(63294) 2001 DQ90,12.44,5.1205927,0.0369381,32.80923,117.4683,316.89742,9.71882,0.08505968,2023.150684931507
(63923) 2001 SV41,12.23,5.1501612,0.0801307,9.67502,159.26383,3.03499,146.43059,0.0843282,2023.150684931507
(63955) 2001 SP65,12.06,5.1736209,0.1289781,20.24674,45.18372,220.67336,52.80279,0.08375528,2023.150684931507
(64030) 2001 SQ168,12.57,5.2125844,0.0372122,7.15439,47.22249,179.00689,99.31745,0.08281794,2023.150684931507
(64270) 2001 TA197,12.61,5.1883898,0.0954276,12.88732,134.73226,199.07029,357.8161,0.08339791,2023.150684931507
(64326) 2001 UX46,12.73,5.1874596,0.0742421,12.63516,79.54717,256.13871,3.15251,0.08342035,2023.150684931507
(65000) 2002 AV63,12.19,5.1486813,0.012909,20.27989,145.43901,179.39603,118.14561,0.08436456,2023.150684931507
(65097) 2002 CC4,12.06,5.1453408,0.0658093,24.90172,110.55402,221.41859,121.49896,0.08444673,2023.150684931507
(65109) 2002 CV36,12.07,5.1274635,0.0314366,12.6598,148.49611,283.85143,356.85964,0.08488876,2023.150684931507
(65111) 2002 CG40,12.09,5.2222932,0.0189176,14.50183,280.45453,276.97803,235.5486,0.0825871,2023.150684931507
(65134) 2002 CH96,12.98,5.2051844,0.0889248,1.76132,105.92073,58.47709,274.00256,0.08299461,2023.150684931507
(65150) 2002 CA126,12.62,5.197855,0.0742226,7.4743,187.53406,283.80324,308.04308,0.08317022,2023.150684931507
(65174) 2002 CW207,13.26,5.1843471,0.0555235,3.46204,62.3818,95.08436,275.60271,0.08349548,2023.150684931507
(65179) 2002 CN224,13.04,5.15064,0.0861993,2.28673,334.38877,87.21769,12.30685,0.08431644,2023.150684931507
(65194) 2002 CV264,12.41,5.1431545,0.014349,17.10493,75.54894,128.81952,244.73815,0.08450059,2023.150684931507
(65205) 2002 DW12,12.61,5.2086883,0.133533,8.08564,169.7631,328.07996,293.42027,0.08291088,2023.150684931507
(65206) 2002 DB13,12.89,5.1405553,0.0834924,4.90818,24.27275,61.38207,0.92896,0.08456468,2023.150684931507
(65209) 2002 DB17,12.32,5.128421,0.090131,17.58864,79.56471,7.72466,355.37921,0.08486499,2023.150684931507
(65210) Stichius,12.18,5.1587443,0.0545369,16.55354,27.35756,148.25313,271.73137,0.08411783,2023.150684931507
(65211) 2002 EK1,13.1,5.1828042,0.0300784,0.10888,350.62426,75.6708,25.5397,0.08353277,2023.150684931507
(65216) 2002 EZ13,12.43,5.0533588,0.0634133,7.0621,274.18031,120.47228,38.66017,0.08676286,2023.150684931507
(65217) 2002 EY16,12.79,5.3135741,0.0160811,3.6445,179.696,312.88042,300.66843,0.08046814,2023.150684931507
(65223) 2002 EU34,12.51,5.2536272,0.0725078,6.9588,32.21754,101.91443,301.43344,0.08184934,2023.150684931507
(65224) 2002 EJ44,12.82,5.2503792,0.0423363,15.86329,179.19015,23.75413,247.02942,0.0819253,2023.150684931507
(65225) 2002 EK44,12.51,5.2868581,0.0818876,6.96395,204.08754,207.84475,22.52146,0.08107885,2023.150684931507
(65227) 2002 ES46,12.61,5.2889645,0.0268851,6.36071,193.64122,303.18679,301.94465,0.08103042,2023.150684931507
(65228) 2002 EH58,12.49,5.0919474,0.0707469,16.68712,174.76095,236.4693,50.57641,0.08577845,2023.150684931507
(65229) 2002 EE61,12.77,5.1150984,0.0384456,7.26637,188.28622,234.07903,37.76897,0.08519676,2023.150684931507
(65232) 2002 EO87,12.3,5.2742563,0.0392652,5.90546,37.42626,317.99337,97.33191,0.08136961,2023.150684931507
(65240) 2002 EU106,12.74,5.2784844,0.0848274,8.21565,67.33565,105.47211,266.22823,0.08127186,2023.150684931507
(65243) 2002 EP118,12.75,5.2897502,0.068158,1.70121,211.86162,190.34723,28.0215,0.08101237,2023.150684931507
(65245) 2002 EH130,12.17,5.2407096,0.0208048,15.63343,207.98414,173.27365,52.8974,0.08215215,2023.150684931507
(65250) 2002 FT14,12.85,5.2158251,0.150056,4.02295,151.02714,298.60353,4.15592,0.08274077,2023.150684931507
(65257) 2002 FU36,11.57,5.1685202,0.0526997,18.50632,206.45179,264.97489,330.54346,0.08387929,2023.150684931507
(65281) 2002 GM121,12.3,5.1577558,0.0650118,23.13577,61.86179,21.34805,21.80546,0.08414202,2023.150684931507
(65583) Theoklymenos,12.9,5.2149346,0.0900642,8.11278,51.35055,47.11633,343.48973,0.08276196,2023.150684931507
(65590) Archeptolemos,12.08,5.2034722,0.0297746,8.04077,275.60162,309.85666,67.03545,0.08303558,2023.150684931507
(65811) 1996 RW30,12.75,5.1612177,0.0159756,4.81912,233.11794,218.83949,354.14144,0.08405737,2023.150684931507
(67065) 1999 XW261,12.0,5.0644513,0.0262175,31.69567,212.00798,158.29645,63.90816,0.08647797,2023.150684931507
(67548) 2000 SL47,12.55,5.2157302,0.1336157,11.76748,272.5781,148.3115,254.80061,0.08274303,2023.150684931507
(68112) 2000 YC143,12.82,5.2201872,0.0828336,5.0588,48.84924,26.14666,349.68855,0.08263708,2023.150684931507
(68444) 2001 RH142,11.61,5.2053841,0.0257415,30.06344,123.38976,87.64739,78.00735,0.08298984,2023.150684931507
(68519) 2001 VW15,11.83,5.2846226,0.0138973,22.7289,116.30689,121.76949,65.26534,0.0811303,2023.150684931507
(68725) 2002 ED3,12.4,5.198514,0.1069053,13.06261,25.81193,130.8897,285.80514,0.0831544,2023.150684931507
(68766) 2002 EN102,12.76,5.2206336,0.0334226,11.30701,201.94085,64.96834,177.71551,0.08262648,2023.150684931507
(68788) 2002 FU13,12.82,5.2784046,0.0407525,6.45468,82.66601,75.63719,287.15642,0.08127371,2023.150684931507
(69437) 1996 KW2,12.07,5.2828618,0.0735612,30.30251,109.09433,216.09848,8.59007,0.08117087,2023.150684931507
(73637) Guneus,12.69,5.1582018,0.1851433,12.03567,187.27552,205.53007,41.23969,0.0841311,2023.150684931507
(73641) 1977 UK3,12.63,5.2491767,0.0487123,4.41658,240.57881,31.57047,45.73035,0.08195346,2023.150684931507
(73677) 1988 SA3,12.08,5.2906303,0.0540676,17.62784,3.09296,55.65571,259.3607,0.08099216,2023.150684931507
(73795) 1995 FH8,12.2,5.1759857,0.062098,22.49186,171.7516,345.27554,157.06776,0.08369788,2023.150684931507
(76804) 2000 QE,12.16,5.1278338,0.0641209,9.59108,152.16356,169.13485,330.16746,0.08487957,2023.150684931507
(76809) 2000 QQ46,12.59,5.1708305,0.0816274,14.21199,336.7155,71.96413,263.10787,0.08382308,2023.150684931507
(76812) 2000 QQ84,12.3,5.1873136,0.108395,14.78561,301.73046,77.76837,279.2016,0.08342387,2023.150684931507
(76819) 2000 RQ91,12.12,5.2895287,0.1055509,16.30636,351.37794,334.23429,344.26654,0.08101746,2023.150684931507
(76820) 2000 RW105,12.38,5.2079118,0.0938296,18.38104,154.06122,236.48106,302.57976,0.08292942,2023.150684931507
(76824) 2000 SA89,12.96,5.2131005,0.1143466,8.2036,321.70812,75.08004,293.32344,0.08280564,2023.150684931507
(76826) 2000 SW131,12.08,5.2204918,0.0298996,23.46436,305.38464,333.25631,41.00629,0.08262985,2023.150684931507
(76830) 2000 SA182,12.21,5.1793494,0.0640072,25.07471,291.08765,129.07019,259.05921,0.08361636,2023.150684931507
(76834) 2000 SA244,12.28,5.1776576,0.0351674,12.73797,12.69367,339.18508,330.47124,0.08365735,2023.150684931507
(76835) 2000 SH255,12.69,5.2916705,0.0482303,6.61509,160.13356,166.20037,13.88861,0.08096827,2023.150684931507
(76836) 2000 SB310,12.35,5.2474745,0.1002238,23.74564,300.39861,22.90969,356.92482,0.08199334,2023.150684931507
(76837) 2000 SL316,12.57,5.2036971,0.0920608,20.74021,296.13279,60.77623,319.87166,0.0830302,2023.150684931507
(76838) 2000 ST347,12.75,5.1906613,0.1113713,18.92078,278.45094,90.98388,325.59354,0.08334317,2023.150684931507
(76840) 2000 TU3,13.09,5.2334298,0.0758943,3.67185,5.62895,19.10702,302.18261,0.08232362,2023.150684931507
(76857) 2000 WE132,11.09,5.262571,0.0944154,22.98725,61.35549,256.87557,352.39327,0.08164078,2023.150684931507
(76867) 2000 YM5,10.5,5.1649087,0.0305798,28.76348,38.53475,299.11608,333.12401,0.08396728,2023.150684931507
(77860) 2001 RQ133,12.9,5.0709571,0.0630877,3.28432,77.66487,238.5265,350.27558,0.0863116,2023.150684931507
(77891) 2001 SM232,12.95,5.1662836,0.1612013,14.22227,31.98307,27.6974,269.98062,0.08393377,2023.150684931507
(77894) 2001 SY263,12.69,5.1176812,0.0641572,26.49121,273.29634,81.53082,320.68957,0.08513227,2023.150684931507
(77897) 2001 TE64,12.58,5.247908,0.0562353,6.99201,18.77556,30.33312,275.53428,0.08198318,2023.150684931507
(77902) 2001 TY141,12.62,5.1573174,0.0223643,8.59115,59.53309,291.04024,318.09889,0.08415275,2023.150684931507
(77906) 2001 TU162,12.8,5.2707186,0.0673589,3.50818,246.96285,101.98591,293.83397,0.08145154,2023.150684931507
(77914) 2001 UE188,11.91,5.3020564,0.0263267,19.76993,78.02054,237.05889,7.23638,0.08073049,2023.150684931507
(77916) 2001 WL87,12.75,5.2523347,0.0866722,6.37766,11.14735,287.38332,21.83056,0.08187956,2023.150684931507
(79444) 1997 UM26,12.58,5.191088,0.0306684,11.99612,164.9569,176.58574,84.63434,0.0833329,2023.150684931507
(80119) 1999 RY138,11.61,5.2011593,0.1483375,29.40747,312.47718,346.41212,20.76539,0.08309097,2023.150684931507
(80251) 1999 WW11,13.16,5.0465093,0.0503775,3.71138,236.8716,137.93105,68.5736,0.08693956,2023.150684931507
(80302) 1999 XC64,12.27,5.1469721,0.0253174,17.34216,105.02683,265.76847,61.14323,0.08440659,2023.150684931507
(80638) 2000 AM217,12.31,5.2343038,0.0852209,5.37984,108.44029,232.60314,91.6312,0.082303,2023.150684931507
(82055) 2000 TY40,11.8,5.1677442,0.054917,36.53353,156.61569,330.96207,203.17389,0.08389818,2023.150684931507
(83975) 2002 AD184,12.64,5.1770723,0.0375144,10.93907,113.90941,134.23571,185.0345,0.08367153,2023.150684931507
(83977) 2002 CE89,12.64,5.0864477,0.0797142,9.66058,148.45238,251.14522,39.31876,0.08591761,2023.150684931507
(83978) 2002 CC202,12.7,5.1654748,0.0783123,4.44082,89.16491,242.08934,98.38375,0.08395348,2023.150684931507
(83979) 2002 EW5,12.26,5.1959353,0.0746874,8.5184,84.34967,315.32124,35.90777,0.08321631,2023.150684931507
(83980) 2002 EP9,12.18,5.1933935,0.1010479,9.57088,244.19401,128.06059,61.30962,0.08327741,2023.150684931507
(83981) 2002 EJ22,12.63,5.2878851,0.0263942,7.02737,60.54731,23.3256,341.8361,0.08105523,2023.150684931507
(83983) 2002 GE39,11.89,5.1922703,0.1275386,55.43329,172.96853,221.19926,40.20506,0.08330444,2023.150684931507
(83984) 2002 GL77,12.34,5.3682625,0.0404283,5.68274,109.88489,316.82303,8.29741,0.07924164,2023.150684931507
(84709) 2002 VW120,12.4,5.2244615,0.0683349,14.8352,279.43836,75.48475,306.46736,0.08253569,2023.150684931507
(85030) Admetos,12.2,5.1946924,0.081294,22.79753,190.9435,229.73422,347.26692,0.08324618,2023.150684931507
(85394) 1996 RT32,12.7,5.1736314,0.0528788,5.61602,123.69092,237.60848,79.29508,0.08375502,2023.150684931507
(85498) 1997 TQ12,12.99,5.2609983,0.0616513,3.84293,236.64113,180.90923,16.46233,0.08167739,2023.150684931507
(85798) 1998 VA50,11.89,5.1598708,0.0635525,32.09431,227.32278,146.92436,48.57955,0.08409029,2023.150684931507
(85807) 1998 WR10,12.05,5.1853621,0.0891202,26.47402,237.85041,205.52249,0.36134,0.08347097,2023.150684931507
(85822) 1998 XC17,12.66,5.1828017,0.1285101,11.31367,86.9152,325.72903,32.80944,0.08353283,2023.150684931507
(86377) 2000 AQ12,12.42,5.1009623,0.063065,11.52374,276.00885,141.05066,25.27911,0.08555116,2023.150684931507
(88225) 2001 BN27,12.22,5.2087113,0.0685514,35.10829,135.03917,302.11958,359.41345,0.08291033,2023.150684931507
(88227) 2001 BU42,12.18,5.1781331,0.06576,9.83797,249.77356,180.81381,17.9109,0.08364582,2023.150684931507
(88229) 2001 BZ54,12.44,5.1997124,0.012844,8.80081,97.66978,88.22641,234.00227,0.08312566,2023.150684931507
(88240) 2001 CG21,13.12,5.2558348,0.0381285,11.46556,188.13851,291.02215,307.43935,0.08179778,2023.150684931507
(88241) 2001 CD23,12.57,5.2210465,0.0286057,5.19182,317.76671,283.40281,203.72508,0.08261668,2023.150684931507
(88245) 2001 CH49,12.75,5.2659144,0.1166546,8.80478,124.86694,310.04044,1.56539,0.08156304,2023.150684931507
(88775) 2001 SY76,13.23,5.1147724,0.0449078,4.09733,214.55469,233.30759,225.0916,0.08520491,2023.150684931507
(89829) 2002 BQ29,12.16,5.2244376,0.0508732,14.3349,74.42228,203.26945,165.27279,0.08253625,2023.150684931507
(89836) 2002 CM15,13.15,5.0778449,0.0166313,2.3761,86.37963,4.63925,330.43261,0.08613604,2023.150684931507
(89841) 2002 CM41,12.48,5.1514872,0.0475345,14.4359,203.33927,245.15556,336.16057,0.08429564,2023.150684931507
(89844) 2002 CP64,12.75,5.1882729,0.0887546,19.00816,5.94249,237.08398,198.85153,0.08340073,2023.150684931507
(89852) 2002 CY82,13.11,5.1660971,0.055602,4.15176,59.10607,68.35987,305.75848,0.08393831,2023.150684931507
(89858) 2002 CK96,12.27,5.2086615,0.0441728,10.56402,154.09495,195.91085,87.86009,0.08291152,2023.150684931507
(89871) 2002 CU143,12.78,5.1578507,0.0371078,10.76226,168.18994,312.69981,314.0043,0.08413969,2023.150684931507
(89872) 2002 CZ144,12.45,5.2524784,0.0423811,3.58288,291.18046,279.87806,223.73072,0.0818762,2023.150684931507
(89878) 2002 CL207,13.26,5.1241768,0.0496362,1.74617,72.60086,303.88873,65.62031,0.08497045,2023.150684931507
(89886) 2002 CT230,12.9,5.2119264,0.0649575,10.46053,224.54028,209.16782,356.2403,0.08283363,2023.150684931507
(89898) 2002 CY279,13.45,5.1168335,0.0321317,0.46718,191.64476,245.0519,352.67436,0.08515343,2023.150684931507
(89913) 2002 EC24,13.04,5.2387391,0.0844361,1.62631,175.89032,245.70109,10.54685,0.08219851,2023.150684931507
(89918) 2002 ER33,13.02,5.1288958,0.0319115,7.62586,37.93603,85.73653,325.61657,0.08485321,2023.150684931507
(89922) 2002 EV45,13.32,5.1746623,0.0496589,3.16659,311.95288,76.6385,66.60401,0.08372999,2023.150684931507
(89924) 2002 ED51,12.67,5.2588918,0.0300962,1.22168,20.32532,105.91709,301.16126,0.08172647,2023.150684931507
(89927) 2002 EP61,12.93,5.2904742,0.0330107,2.17101,228.52308,56.49552,147.51612,0.08099574,2023.150684931507
(89934) 2002 EH95,12.39,5.2114858,0.0785074,7.83907,5.42651,342.14897,99.07683,0.08284413,2023.150684931507
(89935) 2002 EL138,12.99,5.2490023,0.0665536,3.16969,143.33464,226.89817,75.11492,0.08195754,2023.150684931507
(89938) 2002 FR4,12.49,5.1904711,0.0758884,32.01001,23.08542,71.1878,336.59725,0.08334776,2023.150684931507
(89940) 2002 FG8,12.46,5.2481613,0.0818222,25.23869,185.13907,344.62146,274.46426,0.08197724,2023.150684931507
(90337) 2003 FQ97,11.72,5.2387834,0.0778997,19.34408,232.90432,72.57597,130.16526,0.08219746,2023.150684931507
(90380) 2003 WX68,12.51,5.1537981,0.0984704,9.93721,71.85558,65.77919,172.22577,0.08423895,2023.150684931507
(90569) 2004 GY14,12.73,5.2212958,0.0290065,3.68491,303.22446,36.50952,81.05141,0.08261076,2023.150684931507
(95569) 2002 EC114,12.78,5.295752,0.0533837,2.16177,89.57497,307.73716,29.74375,0.08087469,2023.150684931507
(96295) 1996 JF7,12.6,5.240161,0.0912863,4.10975,132.29864,112.09195,63.91913,0.08216505,2023.150684931507
(96337) 1997 LG2,12.78,5.2779113,0.0461079,6.8657,103.6085,242.57434,291.16374,0.0812851,2023.150684931507
(97893) 2000 QV65,12.31,5.2449904,0.1042981,9.8965,93.49911,228.72217,341.70406,0.0820516,2023.150684931507
(97973) 2000 QB165,12.84,5.1739042,0.0582352,14.06276,197.19367,198.94627,279.05461,0.0837484,2023.150684931507
(98037) 2000 RE20,12.58,5.2425671,0.0644646,7.40228,301.42708,13.59421,347.15457,0.08210849,2023.150684931507
(98116) 2000 RA103,12.1,5.2039461,0.1300696,14.54565,323.88453,321.72658,31.77897,0.08302424,2023.150684931507
(98139) 2000 SG53,12.6,5.253192,0.0692812,6.96359,202.91216,177.70503,290.4734,0.08185951,2023.150684931507
(98143) 2000 SS60,12.44,5.3102065,0.0266955,3.18522,14.51818,287.58194,357.30596,0.0805447,2023.150684931507
(98153) 2000 SY68,12.21,5.3124525,0.0324026,5.32469,18.97394,252.29342,37.69689,0.08049362,2023.150684931507
(98361) 2000 SG361,12.52,5.1413303,0.106599,10.03484,95.90109,199.50182,32.81932,0.08454556,2023.150684931507
(98362) 2000 SA363,12.56,5.110437,0.0186973,25.65221,297.19332,74.41594,320.80501,0.08531336,2023.150684931507
(99306) 2001 SC101,12.56,5.1321214,0.0216298,5.53438,134.28557,125.44126,20.16813,0.08477322,2023.150684931507
(99308) 2001 SD233,12.45,5.137721,0.0198797,29.85098,28.05445,124.13318,181.24761,0.08463467,2023.150684931507
(99309) 2001 SH264,12.57,5.1983969,0.0343811,9.58985,286.63614,343.6648,12.33781,0.08315721,2023.150684931507
(99311) 2001 SQ282,12.45,5.1718257,0.0428892,14.37764,194.42923,265.16878,222.45565,0.08379889,2023.150684931507
(99323) 2001 TE205,12.78,5.18228,0.010282,17.25951,61.87218,341.57064,261.83352,0.08354544,2023.150684931507
(99327) 2001 UP32,12.66,5.1156531,0.0268457,5.12383,58.22573,256.27143,13.19061,0.08518291,2023.150684931507
(99328) 2001 UY123,12.44,5.2125363,0.072037,16.82077,144.55359,265.902,269.89841,0.08281909,2023.150684931507
(99334) 2001 VC92,11.86,5.3208964,0.0857396,29.65317,82.47218,218.16626,12.45898,0.08030209,2023.150684931507
(99368) 2001 XE221,12.59,5.3028696,0.0198823,5.83398,256.50389,6.6129,61.18881,0.08071192,2023.150684931507
(99464) 2002 CC91,12.77,5.2321444,0.0430471,2.87407,73.36769,211.58755,143.8518,0.08235396,2023.150684931507
(99943) 2005 AS2,11.66,5.2971856,0.1086198,13.5354,116.25475,90.67786,110.70847,0.08084186,2023.150684931507
(99950) Euchenor,12.44,5.1379644,0.0809075,21.85337,167.65039,208.0984,64.86632,0.08462865,2023.150684931507
(100475) 1996 TZ36,12.71,5.3097374,0.0416548,2.27467,229.17796,166.47614,71.35373,0.08055537,2023.150684931507
(100619) 1997 TK14,12.7,5.1377134,0.0818973,18.04998,187.53491,305.94017,297.39727,0.08463486,2023.150684931507
(100624) 1997 TR28,12.74,5.205655,0.124402,4.37984,187.22337,215.52376,24.16485,0.08298336,2023.150684931507
(101405) 1998 VJ3,13.23,5.1595816,0.0710632,6.55442,234.24516,159.01665,32.00562,0.08409736,2023.150684931507
(101466) 1998 WJ15,12.33,5.2122269,0.0788389,11.94087,81.94691,325.77817,14.50001,0.08282646,2023.150684931507
(101492) 1998 XT1,12.2,5.1687152,0.0586369,21.93343,230.00394,178.06496,27.50115,0.08387454,2023.150684931507
(101612) 1999 CS8,12.55,5.1742831,0.089415,26.25257,66.44207,221.64597,145.00699,0.0837392,2023.150684931507
(103508) 2000 BV1,12.91,5.3201245,0.0311389,3.56884,152.87165,228.36232,79.14379,0.08031957,2023.150684931507
(103989) 2000 DC94,12.12,5.3602288,0.0731981,3.06879,61.16217,330.32567,63.36638,0.07941985,2023.150684931507
